fips,pop_tot,pop_male,pop_female,hispanic,labor_total,labor_armed,labor_employed,labor_unemployed,income_median,income_percapita,income_poverty,native_yes,native_no,houses_tot,income_10,income_10-15,income_15-25,income_25,marital_single,marital_married,marital_sepdiv,marital_widow,edu_low,edu_mid,edu_high,edu_low_age_18,edu_low_age_45,edu_low_age_65,edu_mid_age_18,edu_mid_age_45,edu_mid_age_65,edu_high_age_18,edu_high_age_45,edu_high_age_65,race_wht_total,race_wht_male,race_wht_female,race_blk_total,race_blk_male,race_blk_female,race_other_total,race_other_male,race_other_female,area_sqmi,pop_density,year,dem,repub,other
13013,76887,37771,39116,8012,37566.0,0.0,35632.0,1934.0,57348.0,23638.0,9269.0,71077.0,5810.0,25319,1040.0,1002.0,2469.0,20808.0,16147,31497,9140,2991,9876,37550,9015,4333,3482,2061,19443,12471,5636,4742,2783,1490,61173,29893,31280,8841,4179,4662,6873,3699,3174,162.931,471.899147491883,2016,6580,21108,1372
30057,8218,4261,3957,412,4159.0,0.0,4023.0,136.0,50247.0,34014.0,860.0,7874.0,344.0,3481,120.0,170.0,365.0,2826.0,1620,3960,1061,515,410,4639,1893,157,132,121,1452,1747,1440,569,602,722,7752,3963,3789,20,2,18,446,296,150,3603.525,2.2805447443822366,2016,1180,3297,301
18039,199544,98488,101056,29150,99338.0,13.0,90640.0,8685.0,46983.0,21403.0,31750.0,182713.0,16831.0,70427,4650.0,3648.0,7700.0,54429.0,43124,80689,20085,8296,28994,91113,23126,15702,7875,5417,43322,32383,15408,9461,9169,4496,172004,84428,87576,11492,5860,5632,16048,8200,7848,467.968,426.40522428884026,2012,24399,42378,1075
19143,6279,3117,3162,408,3464.0,4.0,3340.0,120.0,50700.0,25239.0,500.0,6002.0,277.0,2697,96.0,149.0,292.0,2160.0,1033,3165,527,361,664,3527,667,264,121,279,1346,1370,811,213,293,161,6033,3008,3025,25,11,14,221,98,123,399.393,15.721357159489528,2012,912,2230,52
46019,10177,5083,5094,361,5130.0,0.0,4935.0,195.0,44387.0,26702.0,1199.0,10101.0,76.0,4178,201.0,404.0,540.0,3033.0,1875,4276,1466,540,919,5360,1435,367,163,389,2119,2003,1238,486,599,350,9601,4779,4822,68,35,33,508,269,239,2266.505,4.4901731961764915,2016,696,3357,298
48129,3387,1634,1753,373,1521.0,0.0,1487.0,34.0,43224.0,23711.0,458.0,3313.0,74.0,1290,98.0,77.0,151.0,964.0,769,1335,449,233,290,1963,448,84,97,109,917,549,497,91,174,183,3039,1440,1599,172,99,73,176,95,81,933.042,3.630061669249616,2016,191,1225,49
45033,28255,13381,14874,889,12201.0,24.0,11296.0,881.0,42454.0,21736.0,8819.0,27832.0,423.0,10433,1343.0,886.0,1111.0,7093.0,9934,8422,2351,1621,4359,14504,2272,1314,1421,1624,7068,4887,2549,765,896,611,12929,6139,6790,13101,6134,6967,2225,1108,1117,406.818,69.45366232565914,2020,6436,6582,83
28111,12028,5845,6183,181,4951.0,23.0,4591.0,337.0,39007.0,21611.0,2231.0,11990.0,38.0,4563,421.0,410.0,757.0,2975.0,2551,4970,1324,873,1802,6480,937,719,575,508,2700,2347,1433,443,363,131,9475,4651,4824,2368,1104,1264,185,90,95,650.198,18.49898031061307,2016,1220,4135,77
13065,6777,3286,3491,268,2535.0,17.0,2287.0,231.0,29125.0,18256.0,2306.0,6663.0,114.0,2579,539.0,368.0,367.0,1305.0,1567,2170,910,509,1287,2962,679,564,339,384,1352,1052,558,320,292,67,4566,2245,2321,1820,827,993,391,214,177,823.989,8.224624357849438,2012,852,1598,22
16081,9413,4964,4449,1391,5667.0,0.0,5422.0,245.0,53364.0,23633.0,679.0,8552.0,861.0,3786,75.0,224.0,428.0,3059.0,1529,4679,735,144,888,3816,1972,558,276,54,1948,1477,391,1354,463,155,8985,4725,4260,0,0,0,428,239,189,449.456,20.94309565341213,2008,2302,2263,93
39175,22665,11112,11553,436,12322.0,21.0,11394.0,907.0,47216.0,22553.0,1830.0,22354.0,311.0,9169,573.0,298.0,1130.0,7168.0,3911,10564,2299,1316,2183,12753,2161,737,509,937,5497,4886,2370,1066,731,364,22101,10828,11273,30,30,0,534,254,280,406.865,55.70643825347474,2008,4461,6270,246
56035,10183,5508,4675,788,5705.0,0.0,5411.0,294.0,78578.0,33532.0,789.0,9828.0,355.0,3540,122.0,90.0,150.0,3178.0,1973,5185,780,210,521,5468,1724,317,109,95,2525,2148,795,693,788,243,9469,5057,4412,0,0,0,714,451,263,4935.658,2.0631494321527137,2012,767,3472,137
53075,48593,24749,23844,3005,24807.0,37.0,22539.0,2231.0,42163.0,22585.0,11156.0,43284.0,5309.0,17910,2733.0,1179.0,2290.0,11708.0,22354,15420,3458,1151,1479,26375,13423,761,406,312,19582,4028,2765,8040,3616,1767,40133,20317,19816,1075,573,502,7385,3859,3526,2177.88,22.312064943890388,2016,8146,7403,1756
20005,16363,7949,8414,487,8099.0,2.0,7721.0,376.0,48667.0,24224.0,2643.0,16168.0,195.0,5980,403.0,369.0,777.0,4431.0,4419,6368,1449,911,937,9140,2425,312,172,453,4428,3065,1647,991,806,628,14785,7168,7617,378,182,196,1200,599,601,433.818,37.71858244701696,2016,1989,4049,537
40065,26275,12996,13279,5760,13016.0,1198.0,10960.0,858.0,42029.0,22569.0,4045.0,24693.0,1582.0,10407,869.0,567.0,1458.0,7513.0,5092,10842,3234,1275,3186,12890,3397,1267,1060,859,6907,3950,2033,1564,1236,597,19722,9920,9802,1951,1012,939,4602,2064,2538,804.236,32.6707583346182,2012,1954,5965,0
17135,29740,15626,14114,486,10732.0,0.0,9999.0,733.0,45158.0,20067.0,3514.0,29358.0,382.0,10923,704.0,663.0,1589.0,7967.0,6487,12618,3797,1880,3748,16958,2978,1789,958,1001,7018,6163,3777,1316,1154,508,26726,13015,13711,2412,2285,127,602,326,276,709.673,41.9066246003441,2012,5058,6776,299
17001,67113,32768,34345,890,34888.0,38.0,32337.0,2513.0,45472.0,24247.0,9415.0,66214.0,899.0,26866,1699.0,2017.0,3233.0,19917.0,14618,28511,7116,4106,5288,36463,10090,1874,1285,2129,14826,13270,8367,4828,3689,1573,62508,30357,32151,2480,1227,1253,2125,1184,941,871.335,77.02318855549242,2012,9648,20416,543
54083,29233,15024,14209,118,12547.0,0.0,11705.0,842.0,36176.0,18472.0,4558.0,28892.0,341.0,11319,1483.0,991.0,1687.0,7158.0,6312,13442,2858,1943,4309,15374,3788,1491,1382,1436,7032,5468,2874,1376,1748,664,28442,14487,13955,383,322,61,408,215,193,1039.681,28.117278280549513,2008,4539,6060,234
28023,15928,7443,8485,66,6901.0,0.0,6337.0,564.0,39246.0,22422.0,3039.0,15888.0,40.0,6258,814.0,454.0,894.0,4096.0,3657,6464,1965,903,2197,8818,1312,755,637,805,3740,3180,1898,418,484,410,10113,4946,5167,5696,2446,3250,119,51,68,693.532,22.96649613860644,2016,2585,5137,69
11001,670587,320797,349790,77168,400930.0,3268.0,369398.0,28264.0,101722.0,71297.0,98039.0,580491.0,90096.0,315785,23287.0,11819.0,15143.0,265536.0,310234,176027,56434,19433,40291,184387,321853,16903,13070,10318,98371,53209,32807,207205,73322,41326,265633,133752,131881,297101,135377,161724,107853,51668,56185,68.35,9811.075347476226,2020,317323,18586,8447
18087,40364,20433,19931,1754,18459.0,0.0,17870.0,589.0,81658.0,31404.0,2261.0,39539.0,825.0,12641,281.0,354.0,694.0,11312.0,8190,17231,2881,1365,11758,12897,2758,6767,3256,1735,4942,4537,3418,1147,1153,458,38352,19567,18785,69,59,10,1943,807,1136,386.701,104.38038691392056,2020,2355,8110,168
48415,16883,9084,7799,7102,7072.0,0.0,6913.0,159.0,58932.0,28549.0,1757.0,15843.0,1040.0,5693,155.0,238.0,488.0,4812.0,4013,6453,2033,807,2113,8439,2058,836,689,588,4480,2523,1436,989,563,506,12531,6331,6200,615,482,133,3737,2271,1466,907.54,18.603036780747956,2020,818,4983,69
17189,13781,7013,6768,212,7289.0,3.0,6942.0,344.0,75111.0,38112.0,1082.0,13715.0,66.0,5747,213.0,186.0,427.0,4921.0,2860,6532,1406,739,793,7738,2341,233,127,433,2916,2833,1989,990,913,438,13245,6687,6558,107,79,28,429,247,182,563.902,24.43864359409968,2020,1641,6115,146
17139,14896,7251,7645,163,7043.0,0.0,6624.0,419.0,47438.0,23801.0,2083.0,14729.0,167.0,5669,228.0,344.0,689.0,4408.0,2670,6724,1539,955,1796,7819,1634,841,409,546,2874,3065,1880,822,504,308,14655,7130,7525,40,11,29,201,110,91,344.475,43.242615574424846,2012,2144,3784,129
37053,25796,12822,12974,981,12936.0,303.0,12025.0,608.0,66284.0,30017.0,2562.0,25276.0,520.0,10148,561.0,175.0,755.0,8657.0,4847,12545,2454,1197,2291,13449,4314,853,808,630,5453,5671,2325,1601,1672,1041,23258,11621,11637,1473,690,783,1065,511,554,526.425,49.002232036852355,2016,2913,9163,593
46059,3075,1572,1503,150,1644.0,2.0,1623.0,19.0,72857.0,40952.0,232.0,3027.0,48.0,1386,29.0,98.0,138.0,1121.0,505,1553,226,200,162,1629,591,93,2,67,534,517,578,242,217,132,2897,1475,1422,4,2,2,174,95,79,1440.211,2.1351038146493813,2020,373,1433,30
4007,53242,26542,26700,9807,20667.0,0.0,18172.0,2495.0,40042.0,20857.0,11705.0,51100.0,2142.0,20824,1888.0,1450.0,3246.0,14240.0,10598,22344,7369,3799,7209,28381,6617,2614,2232,2363,9807,10193,8381,1073,3105,2439,42170,20966,21204,319,214,105,10753,5362,5391,4795.414,11.102691029387662,2012,7697,13455,376
29189,1000423,473575,526848,26205,532381.0,466.0,488429.0,43486.0,59520.0,35388.0,105436.0,932907.0,67516.0,402629,22788.0,15607.0,39432.0,324802.0,259704,398419,102055,54116,62463,414645,294925,25951,15840,20672,181231,146366,87048,125249,120614,49062,699860,336664,363196,233119,103896,129223,67444,33015,34429,522.976,1912.9424677231843,2012,297097,224742,6837
26161,351454,173390,178064,14963,189375.0,93.0,173369.0,15913.0,60805.0,34258.0,50597.0,311490.0,39964.0,136471,10342.0,5174.0,12442.0,108513.0,122820,128630,29377,12147,15793,140945,123682,7331,3845,4617,84350,39090,17505,63017,43909,16756,260703,128699,132004,42489,20985,21504,48262,23706,24556,722.416,486.49808420632985,2012,120890,56412,2290
48141,863832,429824,434008,716538,413714.0,18485.0,368320.0,26909.0,55417.0,26011.0,165778.0,661318.0,202514.0,292580,21731.0,17156.0,28569.0,225124.0,238898,308333,90656,36496,117166,375358,142105,33113,40131,43922,227351,101797,46210,77953,45976,18176,428762,213897,214865,27772,16479,11293,407298,199448,207850,1015.284,850.8279456782536,2020,178126,84331,4272
42015,62415,30648,31767,692,29471.0,24.0,27583.0,1864.0,40543.0,20979.0,8345.0,61646.0,769.0,24861,1868.0,1957.0,3701.0,17335.0,12209,27370,7092,3996,7327,33367,7214,2575,2040,2712,13278,13250,6839,3112,2994,1108,60911,29864,31047,323,169,154,1181,615,566,1147.399,54.39694474197729,2008,10306,15057,419
5051,96804,46955,49849,4935,43219.0,22.0,38861.0,4336.0,39558.0,23514.0,20875.0,93344.0,3460.0,39876,3875.0,3454.0,5820.0,26727.0,18180,40276,14902,6714,10648,51200,14731,4112,3091,3445,20697,18077,12426,4209,5767,4755,82155,39701,42454,8024,4041,3983,6625,3213,3412,734.62,131.7742506329803,2012,13804,26014,910
49039,29366,15412,13954,2829,12159.0,41.0,11243.0,875.0,51720.0,17980.0,4349.0,28056.0,1310.0,8483,344.0,466.0,947.0,6726.0,7279,12928,2126,829,2401,15877,3313,1366,751,284,8960,4339,2578,1394,881,1038,25880,13342,12538,276,246,30,3210,1824,1386,1602.298,18.327427232637124,2016,1061,6673,2430
17187,17745,8611,9134,1248,8879.0,32.0,8223.0,624.0,41636.0,20047.0,2216.0,16999.0,746.0,6878,554.0,559.0,930.0,4835.0,4107,7397,1799,1160,1994,9442,2406,880,507,607,4262,3420,1760,1035,829,542,16134,7724,8410,331,191,140,1280,696,584,542.405,32.715406384528166,2008,4286,3637,106
39143,60498,29809,30689,5596,30620.0,19.0,28143.0,2458.0,46099.0,23236.0,8725.0,59585.0,913.0,23831,1713.0,1293.0,2988.0,17837.0,13044,25233,7064,3363,4926,35152,6093,1645,1468,1813,14664,13723,6765,2596,2384,1113,54865,27053,27812,1932,1055,877,3701,1701,2000,417.709,144.8328860522517,2012,14541,13755,698
30065,4924,2487,2437,168,2077.0,0.0,1975.0,102.0,54875.0,32506.0,576.0,4832.0,92.0,2137,90.0,66.0,271.0,1710.0,854,2400,631,300,409,2816,778,100,216,93,815,979,1022,260,214,304,4539,2304,2235,0,0,0,385,183,202,1871.697,2.63076769370256,2020,413,2423,45
20103,74611,39848,34763,4049,36182.0,2537.0,31461.0,2184.0,61107.0,25925.0,5496.0,72317.0,2294.0,25778,1350.0,1017.0,2478.0,20933.0,15040,32366,8328,3240,5295,35796,14675,2848,1181,1266,17551,13190,5055,7138,5882,1655,62218,32159,30059,6834,4430,2404,5559,3259,2300,462.831,161.20571007559994,2008,13255,16791,545
45013,155550,77133,78417,17383,77657.0,8608.0,63988.0,5061.0,55286.0,32731.0,15564.0,140642.0,14908.0,63459,3578.0,2179.0,5827.0,51875.0,29939,76328,13647,7680,11977,69733,40651,6232,2951,2794,34778,21858,13097,12076,14551,14024,115239,57445,57794,31006,14479,16527,9305,5209,4096,576.28,269.92087179843134,2008,30396,37821,653
17079,9598,4809,4789,24,4633.0,7.0,4438.0,188.0,54951.0,25536.0,1223.0,9472.0,126.0,3656,316.0,235.0,334.0,2771.0,1963,4356,905,537,787,5344,1260,239,212,336,1957,2193,1194,607,389,264,9347,4685,4662,97,45,52,154,79,75,498.117,19.268565417361785,2016,924,3975,237
40007,5581,2736,2845,1193,2717.0,2.0,2636.0,79.0,52386.0,25610.0,505.0,4988.0,593.0,2089,114.0,124.0,168.0,1683.0,825,2784,455,325,783,2692,682,427,167,189,1088,1068,536,184,308,190,4595,2282,2313,62,18,44,924,436,488,1817.525,3.070659275663333,2012,244,2062,0
21185,58784,30641,28143,1859,28095.0,57.0,26430.0,1608.0,79417.0,32702.0,4022.0,56677.0,2107.0,19280,819.0,681.0,997.0,16783.0,10460,27716,5182,1950,4967,22849,14578,2371,1352,1244,10904,9399,2546,6968,6303,1307,54143,27834,26309,2688,1825,863,1953,982,971,187.218,313.98690296873167,2008,10000,18997,319
25019,10414,5390,5024,753,6352.0,1.0,6145.0,206.0,86529.0,47548.0,947.0,8765.0,1649.0,3978,122.0,156.0,175.0,3525.0,3039,4152,963,392,576,4125,3536,227,162,187,2200,1537,388,1545,1234,757,8765,4548,4217,847,551,296,802,291,511,303.654,34.2956127697972,2012,3830,2187,103
39101,65366,35088,30278,1971,28759.0,0.0,27120.0,1639.0,55106.0,29257.0,9641.0,64379.0,987.0,24306,1508.0,1161.0,2594.0,19043.0,17023,23384,9566,3947,5955,39202,6435,2616,1699,1640,16761,13722,8719,2860,2044,1531,57521,29856,27665,3375,2638,737,4470,2594,1876,404.155,161.73497791688834,2020,8269,19023,526
38037,2363,1176,1187,8,1294.0,5.0,1255.0,34.0,43317.0,31092.0,327.0,2346.0,17.0,1137,128.0,72.0,124.0,813.0,395,1290,144,216,244,1358,320,22,49,173,350,597,411,118,144,58,2281,1131,1150,8,5,3,74,40,34,1665.924,1.4184320533229606,2012,334,1025,54
19127,40131,20047,20084,6303,19988.0,12.0,18578.0,1398.0,45232.0,22407.0,4928.0,36261.0,3870.0,15517,814.0,1032.0,1711.0,11960.0,7530,17772,4176,2281,4700,20129,5124,2402,1048,1250,8393,7317,4419,1859,2369,896,35531,17527,18004,642,382,260,3958,2138,1820,572.501,70.0976941524993,2008,10023,8278,356
47145,54156,26808,27348,752,24925.0,18.0,22816.0,2091.0,42698.0,23196.0,7138.0,53297.0,859.0,22572,1887.0,1602.0,2981.0,16102.0,8441,26247,6723,3359,7847,28188,6691,1963,2950,2934,12291,10738,5159,1903,3244,1544,51487,25307,26180,1327,666,661,1342,835,507,360.708,150.13806181177017,2008,7224,15658,394
5121,18619,9393,9226,456,7726.0,0.0,7144.0,582.0,45993.0,25528.0,3519.0,17884.0,735.0,7190,227.0,501.0,1275.0,5187.0,3281,7722,2474,1420,1909,10265,2008,514,649,746,4667,3180,2418,649,846,513,16846,8326,8520,258,193,65,1515,874,641,655.914,28.386343331595302,2020,1215,5355,242
21021,28245,13810,14435,786,13090.0,0.0,12001.0,1089.0,40720.0,22534.0,4754.0,27455.0,790.0,10787,989.0,865.0,1412.0,7521.0,5941,11796,3705,1698,3719,13813,4486,1567,914,1238,6729,4772,2312,1843,1775,868,24869,12036,12833,1790,1056,734,1586,718,868,180.169,156.76947754608173,2008,4769,7701,165
1067,17124,8232,8892,448,7372.0,10.0,6868.0,494.0,48610.0,24069.0,2270.0,16939.0,185.0,6669,519.0,501.0,748.0,4901.0,3657,7581,1878,1068,2566,8719,2252,697,901,968,3645,2986,2088,823,789,640,12179,5918,6261,4749,2220,2529,196,94,102,568.306,30.131654425608737,2016,2292,5632,148
29051,76890,38954,37936,2346,39079.0,147.0,37723.0,1209.0,70667.0,35519.0,6795.0,74654.0,2236.0,30151,1328.0,858.0,2525.0,25440.0,19255,31389,8504,3725,4871,34778,20209,2246,1466,1159,16529,10666,7583,8311,7306,4592,63060,31301,31759,8761,4960,3801,5069,2693,2376,398.923,192.7439631207025,2020,12694,26086,749
48265,51365,24886,26479,13702,23116.0,12.0,21870.0,1234.0,52473.0,30498.0,6601.0,47791.0,3574.0,20766,992.0,814.0,2202.0,16758.0,10099,22617,6618,3866,4952,26682,9732,1978,1738,1236,9959,8543,8180,2293,3036,4403,45906,21999,23907,789,474,315,4670,2413,2257,1107.278,46.38853115477775,2016,4681,17727,889
29095,692003,334604,357399,61310,362349.0,320.0,343721.0,18308.0,52805.0,30237.0,103216.0,651534.0,40469.0,282653,20273.0,14464.0,29637.0,218279.0,199309,238317,84128,31948,52923,321164,152941,24014,16942,11967,148803,109687,62674,78116,50623,24202,461134,226098,235036,163422,76097,87325,67447,32409,35038,616.339,1122.7636089879109,2016,71237,91557,10481
29077,270190,131431,138759,7722,142682.0,238.0,132829.0,9615.0,41059.0,23443.0,41467.0,262817.0,7373.0,112993,9977.0,7727.0,15663.0,79626.0,67366,109387,31656,13896,23596,137928,51246,10329,5833,7434,73445,42308,22175,25166,18522,7558,247867,119955,127912,7493,4207,3286,14830,7269,7561,675.304,400.10128771634703,2008,56181,77683,1831
21139,9263,4626,4637,165,4178.0,0.0,3955.0,223.0,46076.0,27338.0,1243.0,9235.0,28.0,3967,353.0,199.0,540.0,2875.0,1283,4532,1134,677,1225,5259,789,333,361,531,2041,2100,1118,207,345,237,9020,4502,4518,64,62,2,179,62,117,342.332,27.058527978687355,2016,887,3570,188
39123,40709,20215,20494,2046,20439.0,26.0,19463.0,950.0,57918.0,33081.0,4181.0,40270.0,439.0,17691,808.0,559.0,1574.0,14750.0,7944,19651,4154,2771,2844,23008,7085,827,789,1228,7485,9216,6307,2388,2634,2063,38906,19286,19620,467,240,227,1336,689,647,585.061,69.58077875640318,2016,8285,12653,1280
55005,46683,23605,23078,1380,23355.0,23.0,22593.0,739.0,59379.0,34146.0,5401.0,45243.0,1440.0,19197,639.0,948.0,1480.0,16130.0,9896,20534,5402,2595,3718,25840,7160,1440,978,1300,9667,8997,7176,2451,2578,2131,43208,21668,21540,862,570,292,2613,1367,1246,889.759,52.46701634937101,2020,9194,15803,349
5045,108375,53175,55200,3923,56668.0,304.0,52443.0,3921.0,45287.0,22811.0,15840.0,104435.0,3940.0,40928,3684.0,2998.0,4576.0,29670.0,26099,44876,10812,4353,9119,54029,18540,3820,2649,2650,32616,15163,6250,10631,6179,1730,93069,45904,47165,10848,5157,5691,4458,2114,2344,647.884,167.275314716832,2008,14955,25362,862
17147,16552,8204,8348,174,8842.0,0.0,8325.0,517.0,63002.0,31750.0,1105.0,16380.0,172.0,6623,158.0,337.0,394.0,5734.0,2952,8373,1331,837,987,8558,3198,388,165,434,3178,3526,1854,1298,1320,580,16185,8022,8163,47,36,11,320,146,174,439.46,37.6644063168434,2012,3090,5413,204
22059,14764,7999,6765,582,6719.0,3.0,6407.0,309.0,59926.0,29769.0,2081.0,14568.0,196.0,4665,229.0,319.0,527.0,3590.0,3842,5657,1838,790,1985,7742,1823,1241,476,268,3630,2416,1696,710,749,364,12166,6199,5967,1732,1253,479,866,547,319,662.556,22.283399440952913,2020,638,6378,61
16039,28752,15367,13385,5140,13959.0,3255.0,10014.0,690.0,55000.0,28599.0,3285.0,26182.0,2570.0,10760,462.0,338.0,750.0,9210.0,6270,11522,3679,1275,2673,15153,3926,1282,1022,369,8730,3825,2598,1772,1091,1063,21885,11530,10355,676,396,280,6191,3441,2750,3101.447,9.270511474160289,2020,2601,7246,358
40121,43758,22282,21476,2550,18451.0,38.0,17248.0,1165.0,53054.0,28257.0,7869.0,43071.0,687.0,17404,1032.0,1172.0,2041.0,13159.0,8879,17800,5912,2964,4728,23171,5896,2000,1363,1365,10237,7489,5445,2052,1950,1894,30994,15414,15580,1023,782,241,11741,6086,5655,1377.878,31.757528605580468,2020,3768,13851,305
12129,31877,17490,14387,1165,14174.0,110.0,13328.0,736.0,62778.0,24322.0,3272.0,31205.0,672.0,11068,638.0,279.0,1036.0,9115.0,7936,13025,4051,1319,3255,17567,4226,1607,1084,564,7772,6767,3028,1782,1604,840,26203,13689,12514,4741,3204,1537,933,597,336,735.725,43.32733018451187,2016,4348,10512,491
46115,6552,3331,3221,114,3234.0,4.0,3196.0,34.0,49627.0,27971.0,755.0,6483.0,69.0,2623,179.0,113.0,309.0,2022.0,1261,3056,564,409,619,3326,1023,282,135,202,1080,1325,921,409,449,165,6359,3173,3186,16,6,10,177,152,25,1509.734,4.3398373488309865,2012,1300,1670,71
26055,86061,42413,43648,1872,47064.0,230.0,42988.0,3846.0,50647.0,27091.0,8085.0,84672.0,1389.0,34578,1576.0,1617.0,3857.0,27528.0,18257,37668,9968,4178,5501,43391,17632,2571,1224,1706,19208,16540,7643,6910,7697,3025,82035,39944,42091,976,808,168,3050,1661,1389,464.331,185.3440756701577,2008,23258,24716,759
36107,51377,25544,25833,718,26583.0,30.0,24696.0,1857.0,51948.0,24596.0,4886.0,50528.0,849.0,20402,1121.0,1156.0,2099.0,16026.0,9691,24069,5184,2474,4523,26089,8401,1867,1118,1538,10889,10075,5125,3109,4202,1090,49924,24708,25216,266,171,95,1187,665,522,518.602,99.06826429516276,2008,10172,12536,382
20067,7744,4043,3701,3168,3904.0,0.0,3721.0,183.0,55514.0,25188.0,893.0,6547.0,1197.0,2723,73.0,170.0,344.0,2136.0,1360,3499,618,234,1227,3369,756,626,289,312,1731,1053,585,189,506,61,6490,3343,3147,0,0,0,1254,700,554,574.8,13.472512178148923,2008,635,1995,31
56009,13997,7206,6791,1118,7169.0,0.0,6829.0,340.0,63923.0,32069.0,1145.0,13722.0,275.0,5429,115.0,338.0,397.0,4579.0,2137,6589,1724,642,1207,7654,1676,487,375,345,3096,3067,1491,704,637,335,13417,6920,6497,1,1,0,579,285,294,4265.04,3.2817980605105697,2016,668,5520,466
51033,30184,15138,15046,1381,16242.0,1761.0,13695.0,786.0,64715.0,31536.0,2307.0,29265.0,919.0,10911,414.0,307.0,741.0,9449.0,7363,11570,3675,1595,3163,15788,4252,762,1132,1269,7390,5634,2764,2075,1402,775,19874,9943,9931,8428,4224,4204,1882,971,911,536.872,56.22196724731408,2016,6432,7147,1284
31147,7850,3981,3869,169,3955.0,0.0,3768.0,187.0,50321.0,32336.0,837.0,7753.0,97.0,3587,117.0,236.0,310.0,2924.0,1476,3509,1067,493,617,4390,1185,235,155,227,1470,1664,1256,427,343,415,7226,3621,3605,84,72,12,540,288,252,554.571,14.155085642776127,2020,996,3073,57
56029,27574,13809,13765,1288,15171.0,59.0,14498.0,614.0,46637.0,26203.0,2390.0,27058.0,516.0,11742,599.0,722.0,1523.0,8898.0,4417,13751,2924,1680,1651,14623,5446,647,455,549,6093,5524,3006,1716,2672,1058,26576,13303,13273,38,38,0,960,468,492,6942.078,3.972009533744795,2008,3757,10839,453
54049,56497,27819,28678,716,26467.0,17.0,24881.0,1569.0,48605.0,25909.0,9379.0,55803.0,694.0,22942,1655.0,1280.0,3113.0,16894.0,13487,23959,6303,3314,4753,30791,9632,1653,1450,1650,13484,10167,7140,4420,3348,1864,52943,26041,26902,2049,1088,961,1505,690,815,311.517,181.36088881184656,2016,6964,14668,1397
19197,12804,6383,6421,1481,6057.0,0.0,5729.0,328.0,50198.0,28317.0,1600.0,12162.0,642.0,5690,269.0,379.0,677.0,4365.0,2513,5663,1164,902,816,7240,1681,354,217,245,2610,2435,2195,608,746,327,11925,5925,6000,88,56,32,791,402,389,582.236,21.99108265376926,2016,1896,3800,330
51059,1145354,573140,572214,189282,648444.0,11978.0,610265.0,26201.0,145165.0,67598.0,67901.0,794638.0,350716.0,410844,10074.0,4977.0,10326.0,385467.0,294242,516610,80531,35604,61892,293577,524947,29675,20476,11741,148403,87427,57747,235129,197072,92746,620521,314116,306405,113057,56238,56819,411776,202786,208990,406.491,2817.6613996373844,2020,419943,168401,12899
6007,218635,108175,110460,29512,102520.0,228.0,90560.0,11732.0,43170.0,23404.0,39290.0,201339.0,17296.0,85465,6075.0,6944.0,11590.0,60856.0,59745,83310,25855,11883,22915,113417,35636,9717,6423,6775,58405,35509,19503,14011,14828,6797,182022,89784,92238,3220,1859,1361,33393,16532,16861,1636.464,133.60208351665543,2008,49013,46706,2606
39175,21818,10775,11043,690,11287.0,0.0,10973.0,314.0,68552.0,33994.0,1484.0,21562.0,256.0,8982,319.0,301.0,709.0,7653.0,4268,9838,2355,1400,1190,12442,3350,380,357,453,4848,4225,3369,1595,1240,515,20762,10258,10504,34,25,9,1022,492,530,407.566,53.53243401068784,2020,2733,8462,195
41023,7349,3664,3685,182,3410.0,0.0,3135.0,275.0,35974.0,22041.0,1054.0,7293.0,56.0,3349,255.0,295.0,564.0,2235.0,957,3910,841,509,664,4260,948,189,146,329,1298,1837,1125,321,457,170,7031,3526,3505,17,10,7,301,128,173,4528.541,1.6228184750894383,2008,1006,2785,118
42069,211454,102480,108974,15071,103371.0,82.0,98366.0,4923.0,50875.0,28427.0,30748.0,199800.0,11654.0,86628,5852.0,5881.0,10232.0,64663.0,59869,80040,21962,14161,15932,108930,43595,6437,4597,4898,42904,38083,27943,19961,15701,7933,193707,93292,100415,6005,3399,2606,11742,5789,5953,464.909,454.8287944522477,2016,51983,48384,3089
29213,56202,26873,29329,3563,26892.0,15.0,25499.0,1378.0,54467.0,28267.0,8906.0,54594.0,1608.0,21595,1145.0,1023.0,2622.0,16805.0,11882,24851,7093,2934,4583,30089,9902,1883,1383,1317,12458,9116,8515,3648,3537,2717,50055,23959,26096,1108,342,766,5039,2572,2467,651.616,86.25018415754064,2020,5339,20508,441
32510,54634,28073,26561,12150,26845.0,55.0,22906.0,3884.0,50108.0,25893.0,9015.0,48261.0,6373.0,21225,1405.0,1239.0,2477.0,16104.0,12392,20666,8800,3178,5816,29090,8027,2752,1849,1215,12530,10153,6407,2306,3615,2106,45527,23215,22312,838,642,196,8269,4216,4053,157.242,347.4516986555755,2012,10291,12394,634
6023,136132,67729,68403,17129,66837.0,192.0,60483.0,6162.0,57881.0,33988.0,26394.0,127714.0,8418.0,54495,3665.0,3007.0,4825.0,42998.0,46132,44924,17667,6136,9133,70761,30630,3547,3257,2329,37137,19412,14212,11922,9561,9147,102072,50702,51370,1866,1025,841,32194,16002,16192,4052.236,33.59429213895736,2020,44768,21770,2305
